Philosopher: 0, Time: 3 ms, running
Philosopher: 3, Time: 9717 ms, entering hungry state.
Philosopher: 3, Time: 9717 ms, picked up fork 3
Philosopher: 3, Time: 9718 ms, picked up fork 2
Philosopher: 3, Time: 9718 ms, no neighbors are eating - entering eating state. Will eat for 26 ms
Philosopher: 1, Time: 9736 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 9744 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 9744 ms, picked up fork 0
Philosopher: 0, Time: 9744 ms, picked up fork 3
Philosopher: 0, Time: 9744 ms, no neighbors are eating - entering eating state. Will eat for 20 ms
Philosopher: 2, Time: 9744 ms, picked up fork 2
Philosopher: 2, Time: 9744 ms, picked up fork 1
Philosopher: 2, Time: 9744 ms, no neighbors are eating - entering eating state. Will eat for 31 ms
Philosopher: 1, Time: 9747 ms, entering hungry state.
Philosopher: 1, Time: 9747 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 9754 ms, entering hungry state.
Philosopher: 3, Time: 9754 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 9764 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 9774 ms, entering hungry state.
Philosopher: 0, Time: 9774 ms, picked up fork 0
Philosopher: 0, Time: 9774 ms, picked up fork 3
Philosopher: 0, Time: 9774 ms, no neighbors are eating - entering eating state. Will eat for 19 ms
Philosopher: 2, Time: 9775 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 9785 ms, entering hungry state.
Philosopher: 2, Time: 9785 ms, picked up fork 2
Philosopher: 2, Time: 9785 ms, picked up fork 1
Philosopher: 2, Time: 9785 ms, no neighbors are eating - entering eating state. Will eat for 14 ms
Philosopher: 0, Time: 9793 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 9799 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 9800 ms, picked up fork 1
Philosopher: 1, Time: 9800 ms, picked up fork 0
Philosopher: 1, Time: 9800 ms, no neighbors are eating - entering eating state. Will eat for 33 ms
Philosopher: 3, Time: 9800 ms, picked up fork 3
Philosopher: 3, Time: 9800 ms, picked up fork 2
Philosopher: 3, Time: 9800 ms, no neighbors are eating - entering eating state. Will eat for 37 ms
Philosopher: 0, Time: 9803 ms, entering hungry state.
Philosopher: 0, Time: 9804 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 9810 ms, entering hungry state.
Philosopher: 2, Time: 9810 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 9833 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 9837 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 9837 ms, picked up fork 0
Philosopher: 0, Time: 9837 ms, picked up fork 3
Philosopher: 0, Time: 9837 ms, no neighbors are eating - entering eating state. Will eat for 17 ms
Philosopher: 2, Time: 9837 ms, picked up fork 2
Philosopher: 2, Time: 9837 ms, picked up fork 1
Philosopher: 2, Time: 9837 ms, no neighbors are eating - entering eating state. Will eat for 13 ms
Philosopher: 1, Time: 9843 ms, entering hungry state.
Philosopher: 1, Time: 9843 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 9847 ms, entering hungry state.
Philosopher: 3, Time: 9847 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 9850 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 9854 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 9854 ms, picked up fork 1
Philosopher: 1, Time: 9854 ms, picked up fork 0
Philosopher: 1, Time: 9854 ms, no neighbors are eating - entering eating state. Will eat for 11 ms
Philosopher: 3, Time: 9854 ms, picked up fork 3
Philosopher: 3, Time: 9854 ms, picked up fork 2
Philosopher: 3, Time: 9854 ms, no neighbors are eating - entering eating state. Will eat for 34 ms
Philosopher: 2, Time: 9860 ms, entering hungry state.
Philosopher: 2, Time: 9860 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 9864 ms, entering hungry state.
Philosopher: 0, Time: 9864 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 9865 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 9875 ms, entering hungry state.
Philosopher: 1, Time: 9875 ms, picked up fork 1
Philosopher: 1, Time: 9875 ms, picked up fork 0
Philosopher: 1, Time: 9875 ms, no neighbors are eating - entering eating state. Will eat for 27 ms
Philosopher: 3, Time: 9888 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 9898 ms, entering hungry state.
Philosopher: 3, Time: 9898 ms, picked up fork 3
Philosopher: 3, Time: 9898 ms, picked up fork 2
Philosopher: 3, Time: 9899 ms, no neighbors are eating - entering eating state. Will eat for 18 ms
Philosopher: 1, Time: 9903 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 9913 ms, entering hungry state.
Philosopher: 1, Time: 9913 ms, picked up fork 1
Philosopher: 1, Time: 9913 ms, picked up fork 0
Philosopher: 1, Time: 9913 ms, no neighbors are eating - entering eating state. Will eat for 27 ms
Philosopher: 3, Time: 9917 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 9927 ms, entering hungry state.
Philosopher: 3, Time: 9927 ms, picked up fork 3
Philosopher: 3, Time: 9927 ms, picked up fork 2
Philosopher: 3, Time: 9927 ms, no neighbors are eating - entering eating state. Will eat for 33 ms
Philosopher: 1, Time: 9940 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 9950 ms, entering hungry state.
Philosopher: 1, Time: 9950 ms, picked up fork 1
Philosopher: 1, Time: 9950 ms, picked up fork 0
Philosopher: 1, Time: 9950 ms, no neighbors are eating - entering eating state. Will eat for 23 ms
Philosopher: 3, Time: 9960 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 9970 ms, entering hungry state.
Philosopher: 3, Time: 9970 ms, picked up fork 3
Philosopher: 3, Time: 9970 ms, picked up fork 2
Philosopher: 3, Time: 9970 ms, no neighbors are eating - entering eating state. Will eat for 38 ms
Philosopher: 1, Time: 9973 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 9983 ms, entering hungry state.
Philosopher: 1, Time: 9983 ms, picked up fork 1
Philosopher: 1, Time: 9983 ms, picked up fork 0
Philosopher: 1, Time: 9983 ms, no neighbors are eating - entering eating state. Will eat for 29 ms
Philosopher: 3, Time: 10008 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 10012 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 10012 ms, picked up fork 2
Philosopher: 2, Time: 10013 ms, picked up fork 1
Philosopher: 2, Time: 10013 ms, no neighbors are eating - entering eating state. Will eat for 39 ms
Philosopher: 0, Time: 10012 ms, picked up fork 0
Philosopher: 0, Time: 10013 ms, picked up fork 3
Philosopher: 0, Time: 10013 ms, no neighbors are eating - entering eating state. Will eat for 10 ms
Philosopher: 3, Time: 10019 ms, entering hungry state.
Philosopher: 3, Time: 10019 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 10023 ms, entering hungry state.
Philosopher: 1, Time: 10023 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 10023 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 10033 ms, entering hungry state.
Philosopher: 0, Time: 10033 ms, picked up fork 0
Philosopher: 0, Time: 10033 ms, picked up fork 3
Philosopher: 0, Time: 10033 ms, no neighbors are eating - entering eating state. Will eat for 12 ms
Philosopher: 0, Time: 10045 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 10052 ms, picked up fork 3
Philosopher: 3, Time: 10052 ms, picked up fork 2
Philosopher: 3, Time: 10052 ms, no neighbors are eating - entering eating state. Will eat for 14 ms
Philosopher: 2, Time: 10052 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 10052 ms, picked up fork 1
Philosopher: 1, Time: 10052 ms, picked up fork 0
Philosopher: 1, Time: 10052 ms, no neighbors are eating - entering eating state. Will eat for 26 ms
Philosopher: 0, Time: 10055 ms, entering hungry state.
Philosopher: 0, Time: 10055 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 10062 ms, entering hungry state.
Philosopher: 2, Time: 10062 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 10066 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 10076 ms, entering hungry state.
Philosopher: 3, Time: 10076 ms, picked up fork 3
Philosopher: 3, Time: 10076 ms, picked up fork 2
Philosopher: 3, Time: 10076 ms, no neighbors are eating - entering eating state. Will eat for 23 ms
Philosopher: 1, Time: 10078 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 10088 ms, entering hungry state.
Philosopher: 1, Time: 10088 ms, picked up fork 1
Philosopher: 1, Time: 10088 ms, picked up fork 0
Philosopher: 1, Time: 10088 ms, no neighbors are eating - entering eating state. Will eat for 27 ms
Philosopher: 3, Time: 10099 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 10109 ms, entering hungry state.
Philosopher: 3, Time: 10109 ms, picked up fork 3
Philosopher: 3, Time: 10109 ms, picked up fork 2
Philosopher: 3, Time: 10109 ms, no neighbors are eating - entering eating state. Will eat for 10 ms
Philosopher: 1, Time: 10115 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 10119 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 10119 ms, picked up fork 0
Philosopher: 0, Time: 10120 ms, picked up fork 3
Philosopher: 2, Time: 10119 ms, picked up fork 2
Philosopher: 2, Time: 10120 ms, picked up fork 1
Philosopher: 2, Time: 10120 ms, no neighbors are eating - entering eating state. Will eat for 23 ms
Philosopher: 0, Time: 10120 ms, no neighbors are eating - entering eating state. Will eat for 30 ms
Philosopher: 1, Time: 10125 ms, entering hungry state.
Philosopher: 1, Time: 10125 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 10130 ms, entering hungry state.
Philosopher: 3, Time: 10130 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 10143 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 10150 ms, picked up fork 3
Philosopher: 3, Time: 10150 ms, picked up fork 2
Philosopher: 3, Time: 10150 ms, no neighbors are eating - entering eating state. Will eat for 18 ms
Philosopher: 1, Time: 10150 ms, picked up fork 1
Philosopher: 1, Time: 10150 ms, picked up fork 0
Philosopher: 1, Time: 10150 ms, no neighbors are eating - entering eating state. Will eat for 11 ms
Philosopher: 0, Time: 10150 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 10153 ms, entering hungry state.
Philosopher: 2, Time: 10153 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 10160 ms, entering hungry state.
Philosopher: 0, Time: 10160 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 10161 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 10168 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 10168 ms, picked up fork 0
Philosopher: 0, Time: 10168 ms, picked up fork 3
Philosopher: 0, Time: 10168 ms, no neighbors are eating - entering eating state. Will eat for 20 ms
Philosopher: 2, Time: 10168 ms, picked up fork 2
Philosopher: 2, Time: 10168 ms, picked up fork 1
Philosopher: 2, Time: 10168 ms, no neighbors are eating - entering eating state. Will eat for 18 ms
Philosopher: 1, Time: 10171 ms, entering hungry state.
Philosopher: 1, Time: 10171 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 10178 ms, entering hungry state.
Philosopher: 3, Time: 10178 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 10186 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 10188 ms, picked up fork 3
Philosopher: 3, Time: 10188 ms, picked up fork 2
Philosopher: 3, Time: 10188 ms, no neighbors are eating - entering eating state. Will eat for 25 ms
Philosopher: 1, Time: 10188 ms, picked up fork 1
Philosopher: 1, Time: 10188 ms, picked up fork 0
Philosopher: 1, Time: 10188 ms, no neighbors are eating - entering eating state. Will eat for 31 ms
Philosopher: 0, Time: 10188 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 10196 ms, entering hungry state.
Philosopher: 2, Time: 10196 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 10199 ms, entering hungry state.
Philosopher: 0, Time: 10199 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 10213 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 10219 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 10219 ms, picked up fork 2
Philosopher: 2, Time: 10220 ms, picked up fork 1
Philosopher: 2, Time: 10220 ms, no neighbors are eating - entering eating state. Will eat for 14 ms
Philosopher: 0, Time: 10219 ms, picked up fork 0
Philosopher: 0, Time: 10220 ms, picked up fork 3
Philosopher: 0, Time: 10220 ms, no neighbors are eating - entering eating state. Will eat for 19 ms
Philosopher: 3, Time: 10224 ms, entering hungry state.
Philosopher: 3, Time: 10224 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 10230 ms, entering hungry state.
Philosopher: 1, Time: 10230 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 10234 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 10239 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 10239 ms, picked up fork 1
Philosopher: 1, Time: 10239 ms, picked up fork 0
Philosopher: 1, Time: 10239 ms, no neighbors are eating - entering eating state. Will eat for 11 ms
Philosopher: 3, Time: 10239 ms, picked up fork 3
Philosopher: 3, Time: 10239 ms, picked up fork 2
Philosopher: 3, Time: 10239 ms, no neighbors are eating - entering eating state. Will eat for 19 ms
Philosopher: 2, Time: 10244 ms, entering hungry state.
Philosopher: 2, Time: 10244 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 10249 ms, entering hungry state.
Philosopher: 0, Time: 10249 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 10250 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 10258 ms, picked up fork 2
Philosopher: 2, Time: 10258 ms, picked up fork 1
Philosopher: 2, Time: 10258 ms, no neighbors are eating - entering eating state. Will eat for 16 ms
Philosopher: 3, Time: 10258 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 10258 ms, picked up fork 0
Philosopher: 0, Time: 10258 ms, picked up fork 3
Philosopher: 0, Time: 10258 ms, no neighbors are eating - entering eating state. Will eat for 14 ms
Philosopher: 1, Time: 10260 ms, entering hungry state.
Philosopher: 1, Time: 10260 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 10268 ms, entering hungry state.
Philosopher: 3, Time: 10268 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 10272 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 10274 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 10274 ms, picked up fork 3
Philosopher: 3, Time: 10274 ms, picked up fork 2
Philosopher: 3, Time: 10274 ms, no neighbors are eating - entering eating state. Will eat for 15 ms
Philosopher: 1, Time: 10274 ms, picked up fork 1
Philosopher: 1, Time: 10274 ms, picked up fork 0
Philosopher: 1, Time: 10274 ms, no neighbors are eating - entering eating state. Will eat for 13 ms
Philosopher: 0, Time: 10282 ms, entering hungry state.
Philosopher: 0, Time: 10282 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 10284 ms, entering hungry state.
Philosopher: 2, Time: 10284 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 10288 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 10289 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 10289 ms, picked up fork 0
Philosopher: 0, Time: 10290 ms, picked up fork 3
Philosopher: 0, Time: 10290 ms, no neighbors are eating - entering eating state. Will eat for 21 ms
Philosopher: 2, Time: 10289 ms, picked up fork 2
Philosopher: 2, Time: 10290 ms, picked up fork 1
Philosopher: 2, Time: 10290 ms, no neighbors are eating - entering eating state. Will eat for 16 ms
Philosopher: 1, Time: 10298 ms, entering hungry state.
Philosopher: 1, Time: 10298 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 10300 ms, entering hungry state.
Philosopher: 3, Time: 10300 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 10306 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 10311 ms, picked up fork 1
Philosopher: 1, Time: 10311 ms, picked up fork 0
Philosopher: 1, Time: 10311 ms, no neighbors are eating - entering eating state. Will eat for 32 ms
Philosopher: 3, Time: 10311 ms, picked up fork 3
Philosopher: 3, Time: 10311 ms, picked up fork 2
Philosopher: 3, Time: 10311 ms, no neighbors are eating - entering eating state. Will eat for 22 ms
Philosopher: 0, Time: 10311 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 10316 ms, entering hungry state.
Philosopher: 2, Time: 10316 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 10321 ms, entering hungry state.
Philosopher: 0, Time: 10321 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 10333 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 10343 ms, picked up fork 0
Philosopher: 0, Time: 10343 ms, picked up fork 3
Philosopher: 0, Time: 10343 ms, no neighbors are eating - entering eating state. Will eat for 38 ms
Philosopher: 1, Time: 10343 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 10343 ms, picked up fork 2
Philosopher: 2, Time: 10343 ms, picked up fork 1
Philosopher: 2, Time: 10343 ms, no neighbors are eating - entering eating state. Will eat for 20 ms
Philosopher: 3, Time: 10343 ms, entering hungry state.
Philosopher: 3, Time: 10343 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 10353 ms, entering hungry state.
Philosopher: 1, Time: 10353 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 10363 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 10373 ms, entering hungry state.
Philosopher: 2, Time: 10373 ms, picked up fork 2
Philosopher: 2, Time: 10373 ms, picked up fork 1
Philosopher: 2, Time: 10373 ms, no neighbors are eating - entering eating state. Will eat for 25 ms
Philosopher: 0, Time: 10381 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 10391 ms, entering hungry state.
Philosopher: 0, Time: 10391 ms, picked up fork 0
Philosopher: 0, Time: 10391 ms, picked up fork 3
Philosopher: 0, Time: 10391 ms, no neighbors are eating - entering eating state. Will eat for 22 ms
Philosopher: 2, Time: 10398 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 10409 ms, entering hungry state.
Philosopher: 2, Time: 10409 ms, picked up fork 2
Philosopher: 2, Time: 10409 ms, picked up fork 1
Philosopher: 2, Time: 10409 ms, no neighbors are eating - entering eating state. Will eat for 21 ms
Philosopher: 0, Time: 10413 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 10424 ms, entering hungry state.
Philosopher: 0, Time: 10424 ms, picked up fork 0
Philosopher: 0, Time: 10424 ms, picked up fork 3
Philosopher: 0, Time: 10424 ms, no neighbors are eating - entering eating state. Will eat for 19 ms
Philosopher: 2, Time: 10430 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 10440 ms, entering hungry state.
Philosopher: 2, Time: 10440 ms, picked up fork 2
Philosopher: 2, Time: 10440 ms, picked up fork 1
Philosopher: 2, Time: 10440 ms, no neighbors are eating - entering eating state. Will eat for 22 ms
Philosopher: 0, Time: 10443 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 10453 ms, entering hungry state.
Philosopher: 0, Time: 10453 ms, picked up fork 0
Philosopher: 0, Time: 10453 ms, picked up fork 3
Philosopher: 0, Time: 10453 ms, no neighbors are eating - entering eating state. Will eat for 11 ms
Philosopher: 2, Time: 10462 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 10464 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 10464 ms, picked up fork 1
Philosopher: 1, Time: 10464 ms, picked up fork 0
Philosopher: 1, Time: 10464 ms, no neighbors are eating - entering eating state. Will eat for 38 ms
Philosopher: 3, Time: 10464 ms, picked up fork 3
Philosopher: 3, Time: 10464 ms, picked up fork 2
Philosopher: 3, Time: 10464 ms, no neighbors are eating - entering eating state. Will eat for 14 ms
Philosopher: 2, Time: 10472 ms, entering hungry state.
Philosopher: 2, Time: 10472 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 10474 ms, entering hungry state.
Philosopher: 0, Time: 10474 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 10478 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 10489 ms, entering hungry state.
Philosopher: 3, Time: 10489 ms, picked up fork 3
Philosopher: 3, Time: 10489 ms, picked up fork 2
Philosopher: 3, Time: 10489 ms, no neighbors are eating - entering eating state. Will eat for 36 ms
Philosopher: 1, Time: 10502 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 10513 ms, entering hungry state.
Philosopher: 1, Time: 10513 ms, picked up fork 1
Philosopher: 1, Time: 10513 ms, picked up fork 0
Philosopher: 1, Time: 10513 ms, no neighbors are eating - entering eating state. Will eat for 14 ms
Philosopher: 3, Time: 10525 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 10527 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 10527 ms, picked up fork 2
Philosopher: 2, Time: 10527 ms, picked up fork 1
Philosopher: 2, Time: 10527 ms, no neighbors are eating - entering eating state. Will eat for 30 ms
Philosopher: 0, Time: 10527 ms, picked up fork 0
Philosopher: 0, Time: 10527 ms, picked up fork 3
Philosopher: 0, Time: 10527 ms, no neighbors are eating - entering eating state. Will eat for 12 ms
Philosopher: 3, Time: 10535 ms, entering hungry state.
Philosopher: 3, Time: 10535 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 10537 ms, entering hungry state.
Philosopher: 1, Time: 10537 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 10539 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 10549 ms, entering hungry state.
Philosopher: 0, Time: 10549 ms, picked up fork 0
Philosopher: 0, Time: 10549 ms, picked up fork 3
Philosopher: 0, Time: 10549 ms, no neighbors are eating - entering eating state. Will eat for 27 ms
Philosopher: 2, Time: 10557 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 10567 ms, entering hungry state.
Philosopher: 2, Time: 10567 ms, picked up fork 2
Philosopher: 2, Time: 10567 ms, picked up fork 1
Philosopher: 2, Time: 10567 ms, no neighbors are eating - entering eating state. Will eat for 33 ms
Philosopher: 0, Time: 10576 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 10586 ms, entering hungry state.
Philosopher: 0, Time: 10587 ms, picked up fork 0
Philosopher: 0, Time: 10587 ms, picked up fork 3
Philosopher: 0, Time: 10587 ms, no neighbors are eating - entering eating state. Will eat for 39 ms
Philosopher: 2, Time: 10600 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 10610 ms, entering hungry state.
Philosopher: 2, Time: 10610 ms, picked up fork 2
Philosopher: 2, Time: 10611 ms, picked up fork 1
Philosopher: 2, Time: 10611 ms, no neighbors are eating - entering eating state. Will eat for 31 ms
Philosopher: 0, Time: 10626 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 10636 ms, entering hungry state.
Philosopher: 0, Time: 10636 ms, picked up fork 0
Philosopher: 0, Time: 10636 ms, picked up fork 3
Philosopher: 0, Time: 10636 ms, no neighbors are eating - entering eating state. Will eat for 17 ms
Philosopher: 2, Time: 10642 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 10652 ms, entering hungry state.
Philosopher: 2, Time: 10652 ms, picked up fork 2
Philosopher: 2, Time: 10652 ms, picked up fork 1
Philosopher: 2, Time: 10652 ms, no neighbors are eating - entering eating state. Will eat for 20 ms
Philosopher: 0, Time: 10653 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 10663 ms, entering hungry state.
Philosopher: 0, Time: 10663 ms, picked up fork 0
Philosopher: 0, Time: 10663 ms, picked up fork 3
Philosopher: 0, Time: 10663 ms, no neighbors are eating - entering eating state. Will eat for 30 ms
Philosopher: 2, Time: 10672 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 10682 ms, entering hungry state.
Philosopher: 2, Time: 10682 ms, picked up fork 2
Philosopher: 2, Time: 10682 ms, picked up fork 1
Philosopher: 2, Time: 10682 ms, no neighbors are eating - entering eating state. Will eat for 18 ms
Philosopher: 0, Time: 10693 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 10700 ms, entering think state. Will think for 10 ms
Philosopher: 1, Time: 10700 ms, picked up fork 1
Philosopher: 1, Time: 10700 ms, picked up fork 0
Philosopher: 1, Time: 10700 ms, no neighbors are eating - entering eating state. Will eat for 22 ms
Philosopher: 3, Time: 10700 ms, picked up fork 3
Philosopher: 3, Time: 10701 ms, picked up fork 2
Philosopher: 3, Time: 10701 ms, no neighbors are eating - entering eating state. Will eat for 17 ms
Philosopher: 0, Time: 10703 ms, entering hungry state.
Philosopher: 0, Time: 10703 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 10710 ms, entering hungry state.
Philosopher: 2, Time: 10710 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 3, Time: 10718 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 10723 ms, picked up fork 2
Philosopher: 2, Time: 10723 ms, picked up fork 1
Philosopher: 2, Time: 10723 ms, no neighbors are eating - entering eating state. Will eat for 12 ms
Philosopher: 0, Time: 10723 ms, picked up fork 0
Philosopher: 0, Time: 10723 ms, picked up fork 3
Philosopher: 0, Time: 10723 ms, no neighbors are eating - entering eating state. Will eat for 26 ms
Philosopher: 1, Time: 10723 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 10728 ms, entering hungry state.
Philosopher: 3, Time: 10728 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 1, Time: 10733 ms, entering hungry state.
Philosopher: 1, Time: 10733 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 2, Time: 10735 ms, entering think state. Will think for 10 ms
Philosopher: 2, Time: 10745 ms, entering hungry state.
Philosopher: 2, Time: 10745 ms, picked up fork 2
Philosopher: 2, Time: 10745 ms, picked up fork 1
Philosopher: 2, Time: 10745 ms, no neighbors are eating - entering eating state. Will eat for 25 ms
Philosopher: 0, Time: 10749 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 10759 ms, entering hungry state.
Philosopher: 0, Time: 10759 ms, picked up fork 0
Philosopher: 0, Time: 10759 ms, picked up fork 3
Philosopher: 0, Time: 10759 ms, no neighbors are eating - entering eating state. Will eat for 11 ms
Philosopher: 2, Time: 10770 ms, entering think state. Will think for 10 ms
Philosopher: 0, Time: 10770 ms, entering think state. Will think for 10 ms
Philosopher: 3, Time: 10770 ms, picked up fork 3
Philosopher: 3, Time: 10770 ms, picked up fork 2
Philosopher: 3, Time: 10770 ms, no neighbors are eating - entering eating state. Will eat for 24 ms
Philosopher: 1, Time: 10770 ms, picked up fork 1
Philosopher: 1, Time: 10771 ms, picked up fork 0
Philosopher: 1, Time: 10771 ms, no neighbors are eating - entering eating state. Will eat for 14 ms
Philosopher: 2, Time: 10780 ms, entering hungry state.
Philosopher: 2, Time: 10780 ms, a neighbor is currently eating. Waiting on the semaphore.
Philosopher: 0, Time: 10780 ms, entering hungry state.
Philosopher: 0, Time: 10780 ms, a neighbor is currently eating. Waiting on the semaphore.
